place_name,new_description
Norauto Bobigny,"Norauto propose un programme appelé Mana Ara pour aider les gens à réparer leur voiture. Si vous avez un revenu limité, vous pouvez obtenir un devis gratuit dans un garage partenaire près de chez vous pour réparer votre véhicule. Il suffit de nous contacter pour en savoir plus et bénéficier de ce programme."
Norauto Livry Gargan,"Norauto propose un programme appelé Mana Ara pour aider les gens à réparer leur voiture. Si vous avez un revenu limité, vous pouvez obtenir un devis gratuit dans un garage partenaire près de chez vous pour réparer votre véhicule. Il suffit de nous contacter pour en savoir plus et bénéficier de ce programme."
Norauto Epinay,"Norauto propose un programme appelé Mana Ara pour aider les gens à réparer leur voiture. Si vous avez un revenu limité, vous pouvez obtenir un devis gratuit dans un garage partenaire près de chez vous pour réparer votre véhicule. Il suffit de nous contacter pour en savoir plus et bénéficier de ce programme."
Norauto Sevran,"Norauto propose un programme appelé Mana Ara pour aider les gens à réparer leur voiture. Si vous avez un revenu limité, vous pouvez obtenir un devis gratuit dans un garage partenaire près de chez vous pour réparer votre véhicule. Il suffit de nous contacter pour en savoir plus et bénéficier de ce programme."
Fontaine à eau,Il y a un point d'eau potable au Square Barbara où vous pouvez vous approvisionner en eau gratuite.
Fontaine à eau,"Il y a un point d'eau potable au Square Clara Zetkin, un parc près de l'école de la Boissière et du Square Casanova."
Fontaine à eau,Il y a un point d'eau potable au terrain de football de Ruffins.
Fontaine à eau,Il y a un point d'eau potable à la Place Guernica où vous pouvez vous approvisionner en eau gratuite et potable.
Fontaine à eau,Il y a un point d'eau potable à la Place Langevin où vous pouvez vous approvisionner en eau gratuite et potable.
Fontaine à eau,Il y a un point d'eau potable au terrain Édouard Vaillant où vous pouvez vous approvisionner en eau potable.
Fontaine à eau,Il y a un point d'eau potable au Square de l'Église où vous pouvez vous approvisionner en eau gratuite.
Maison du Centre MC2,"La Ville d'Épinay-sur-Seine a 4 centres socioculturels dans les quartiers. Ces centres proposent des activités pour tous, petits et grands, comme des cours de danse, des jeux et des ateliers d'apprentissage. Les objectifs de ces centres sont de proposer des activités culturelles et sportives, d'aider les jeunes à grandir et à apprendre, et d'améliorer la vie quotidienne des habitants. Ils offrent également des ateliers d'aide administrative, des permanences d'accès au droit et des sorties en famille. Chaque année, des événements spéciaux ont lieu, comme la galette des rois et la journée des femmes. Pour plus d'informations, vous pouvez contacter le service ""Vie de Quartier"" à l'adresse <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a>. Les centres sont fermés les samedis après-midi pendant les vacances scolaires."
Passerelle des Donateurs,"L'association Passerelle des Donateurs a été créée pendant le confinement à Rosny-sous-Bois. Elle a ouvert une épicerie socio-solidaire en mai 2022. Cette épicerie propose des produits alimentaires et d'hygiène à des prix réduits. Les produits sont vendus 30% à 50% moins chers que leur prix d'origine. Cela permet de lutter contre la précarité et l'inflation, tout en réduisant le gaspillage alimentaire. L'épicerie est ouverte du lundi au samedi, sauf le jeudi, de 15h à 19h. Elle est gérée par des bénévoles. Les produits sont récupérés grâce à la loi Garot de 2016, qui vise à prévenir le gaspillage alimentaire. L'argent collecté finance le loyer et les frais de fonctionnement. Les personnes dont les revenus sont inférieurs au SMIC peuvent adhérer. Les familles monoparentales et les femmes seules sont nombreuses parmi les adhérents. La priorité est donnée aux habitants de Rosny-sous-Bois et des communes voisines. L'association constate une augmentation des besoins en produits, notamment d'hygiène, début 2023."
Solidarité Active Saint-Ouen - Réseau Andes,"L'épicerie solidaire Sol.A.So est un magasin de proximité qui aide les personnes en difficulté à faire leurs courses. Les produits proposés sont de qualité, comme des fruits et légumes frais, et sont vendus entre 10% et 30% de leur prix normal. C'est aussi un endroit où les gens peuvent se rencontrer et participer à des activités. L'association propose également de l'aide pour trouver un emploi, des cours de français, un atelier pour apprendre à utiliser les ordinateurs et des activités culturelles. Cette épicerie fait partie d'un réseau appelé Andes, qui regroupe des épiceries solidaires et aide les personnes dans le besoin en France."
Action14,"L'association Action 14 à Bondy offre à ses membres des produits alimentaires et non alimentaires comme des vêtements et des articles sportifs. Ces produits sont récupérés en grande quantité et changent en fonction des arrivages. L'association propose également des activités sportives pour les femmes et les enfants, ainsi que des sorties culturelles et de loisirs. Les jours de distribution des produits varient en fonction des arrivages de stock. Les horaires indiqués sont pour contacter l'association par téléphone, et non pour visiter le local. Les membres seront informés des heures d'ouverture."
Service Prévention Santé,"Le service Prévention Santé est là pour aider les habitants de Villepint. Il les accueille et leur donne des informations sur la santé et le handicap. Son but principal est de promouvoir des actions pour prévenir les problèmes de santé et éduquer les gens, en travaillant avec les partenaires locaux."
La Petite Ruche - Réseau Andes,"L'épicerie La Petite Ruche est un lieu où les personnes en difficulté de Noisy-le-Sec peuvent acheter des produits de qualité à bas prix, entre 10% et 30% de leur valeur normale. Pour y accéder, les familles doivent être suivies par un travailleur social. Les clients bénéficient d'un accompagnement personnalisé pour atteindre leurs objectifs personnels. L'épicerie propose également un espace de convivialité avec des activités comme des ateliers de cuisine, de couture, de design, de bricolage, des cours de français et des activités pour les enfants. Ces activités sont prioritaires pour les bénéficiaires du RSA, mais sont également ouvertes à d'autres personnes dans la limite des places disponibles. L'épicerie La Petite Ruche fait partie du Réseau Andes, un réseau d'épiceries solidaires qui aide les personnes en difficulté en France."
Fontaine à eau,Il y a un point d'eau potable au Square Blumenthal où vous pouvez vous approvisionner en eau gratuite.
Fontaine à eau,Il y a un point d'eau potable au Parc Jean Monnet où vous pouvez vous approvisionner en eau gratuite et potable.
Fontaine à eau,"Il y a un point d'eau potable au Parc Écondeaux, également appelé Parc Joanny Berlioz."
Fontaine à eau,"Il y a un point d'eau potable au Parc d'Orgemont, vous pouvez y accéder par la rue de Strasbourg."
Fontaine à eau,"Il y a un point d'eau potable au Parc d'Orgemont, vous pouvez y accéder par la rue de Marseille."
Fontaine à eau,Il y a un point d'eau potable au terrain de football situé rue de Strasbourg.
Fontaine à eau,Il y a un point d'eau potable au Square Charline Blandin où vous pouvez vous approvisionner en eau gratuite et potable.
Fontaine à eau,Il y a un point d'eau potable au Square Gabriel Déneux où vous pouvez vous approvisionner en eau gratuite et potable.
Fontaine à eau,Il y a un point d'eau potable au Parc de la Chevrette et au Parc municipal des sports où vous pouvez vous approvisionner en eau gratuite.
Fontaine à eau,"Un point d'eau potable est un endroit où l'on peut trouver de l'eau propre et sûre à boire. C'est un lieu important pour les gens qui ont besoin d'eau pour se désaltérer, se laver ou préparer des repas. Les points d'eau potable sont souvent équipés de robinets, de pompes ou de systèmes de distribution d'eau pour fournir de l'eau aux personnes qui en ont besoin. Ils sont généralement entretenus par des autorités locales ou des organisations pour garantir que l'eau est propre et sûre à consommer."
Fontaine à eau,"Un point d'eau potable est un endroit où l'on peut trouver de l'eau propre et sûre à boire. C'est un lieu important pour les gens qui ont besoin d'eau pour se désaltérer, se laver ou préparer des repas. Les points d'eau potable sont souvent équipés de robinets, de pompes ou de systèmes de distribution d'eau pour fournir de l'eau aux personnes qui en ont besoin. Ils sont généralement entretenus par des autorités locales ou des organisations pour garantir que l'eau est propre et sûre à consommer."
Fontaine à eau,Il y a un point d'eau potable au City-Stade Saint-Gratien où vous pouvez vous approvisionner en eau gratuite.
Fontaine  à eau,"Il y a un point d'eau potable au Parc des Presles, vous pouvez y accéder par la rue Henri Wallon."
Fontaine à eau,Il y a un point d'eau potable au Square Ali Zebboudj où vous pouvez vous approvisionner en eau gratuite et potable.
Fontaine à eau,Il y a un point d'eau potable au Gymnase Félix où vous pouvez vous désaltérer.
Unité Mobile PROSES Paris 13,"L'association P.R.O.S.E.S a une équipe mobile qui se trouve à l'intérieur de la FAC Paris 13, dans le bâtiment Agora. Elle offre des informations pour réduire les risques liés à la consommation de drogues et aux pratiques sexuelles. Vous pouvez y trouver du matériel de consommation stérile. L'équipe est également là pour vous soutenir et vous aider dans vos démarches de santé et de services sociaux."
Permanence RESF Pantin - Maison de quartier des Quatre Chemins,"La permanence RESF Pantin aide les jeunes et les familles avec enfants scolarisés pour leurs demandes de titres de séjour. Elle est ouverte les 1er et 3ème mercredi de chaque mois. Les horaires sont : 18h-20h au 1er mercredi à la Maison de quartier des Quatre Chemins et 10h-13h au 3ème mercredi à la Maison du Projet et de l'Habitat. Pour prendre rendez-vous, appelez le 06 01 48 31 68 ou envoyez un mail à resfpantin@gmail.com."
SFM AD (Solidarite Formation Mobilisation Accueil et développement) Stains II,"SFMAD aide les personnes et les familles à bien vivre dans leur environnement. L'association propose des actions pour aider chacun à développer ses capacités. <b>L'espace de vie sociale SFM-AD offre</b> : accueil et information, aide pour avoir accès à ses droits, apprentissage du français, aide pour les devoirs des enfants, activités de loisirs pour les enfants, crèche et aide pour trouver une solution de garde pour les enfants, soutien pour les parents, aide pour trouver un emploi pour les jeunes. <b>Formation</b> : SFMAD propose des formations pour aider les jeunes à trouver un emploi, des formations linguistiques pour travailler, des formations pour devenir aide à la personne, gardien d'immeuble, ou pour travailler dans la restauration. <b>Les formations</b> ont lieu à Epinay/Seine, notamment pour devenir assistante de vie aux familles, accompagnant éducatif petite enfance, ou pour passer le certificat Clé."
EMPP ESTIM93,"<p>L'Equipe Mobile Psychiatrie Précarité (EMPP) ""ESTIM'93"" aide les personnes en situation de précarité et d'exclusion à accéder aux soins de santé mentale. Elle intervient sur les communes de Saint-Denis, Dugny, La Courneuve, Stains, Villetaneuse, Pierrefitte-sur-Seine et Epinay-sur-Seine. L'équipe est joignable du lundi au vendredi de 9h00 à 17h00. Elle peut se déplacer pour rencontrer les personnes ou les recevoir dans ses locaux.</p>
<p>Les consultations et les visites à domicile ont lieu le mercredi matin et le jeudi toute la journée. Chaque intervention est faite par deux personnes. L'équipe a trois axes d'intervention : aller vers les personnes en situation de précarité, assurer une interface entre les équipes de psychiatrie et les acteurs de première ligne, et respecter les limites de son intervention.</p>
<p>L'équipe propose des entretiens individuels, des permanences dans des lieux sociaux, des prises en charge en groupe et des ateliers thérapeutiques. Elle travaille en partenariat avec les secteurs de psychiatrie et les acteurs de première ligne pour offrir une prise en charge coordonnée. L'équipe répond aux nouvelles demandes dans un délai de 48 heures et n'intervient que sur rendez-vous.</p>"
Juris Secours Drancy,"Nous sommes une association qui aide les gens à comprendre et à exercer leurs droits. Nous proposons des services tels que des consultations juridiques, des conseils administratifs, des services d'écriture publique et un accompagnement social. Nous nous occupons particulièrement des femmes et des jeunes filles qui ont subi des violences ou des discriminations. Pour nous rencontrer, il faut prendre rendez-vous au préalable en nous appelant par téléphone aux heures indiquées."
Juris Secours Rosny-sous-Bois,"Nous sommes une association qui aide les gens à comprendre et à exercer leurs droits. Nous proposons des services tels que des consultations juridiques, des conseils administratifs, des services d'écriture publique et un accompagnement social. Nous nous occupons particulièrement des femmes et des jeunes filles qui ont subi des violences ou des discriminations. Pour nous rencontrer, il faut prendre rendez-vous au préalable en nous appelant par téléphone aux heures indiquées."
Juris Secours Dugny,"Juris Secours est une association qui aide les gens à comprendre leurs droits et à résoudre leurs problèmes. Elle propose des services comme des consultations juridiques, des conseils administratifs, un écrivain public et un accompagnement social. Elle aide particulièrement les femmes et les jeunes filles qui ont subi des violences ou des discriminations. Pour utiliser ces services, il faut prendre rendez-vous par téléphone aux heures indiquées."
EMPP Robert Ballanger,"<p>L'Equipe Mobile Psychiatrie Précarité (EMPP) ""EMPP Robert Ballanger"" aide les personnes en situation de précarité et d'exclusion à accéder aux soins de santé mentale. Elle intervient sur les communes de Aulnay-Sous-Bois, Villepinte, Le Blanc-Mesnil, Tremblay-en-France, Sevran, Livry-Gargan et Vaujours. L'équipe est joignable du lundi au vendredi de 9h à 16h30 et peut se déplacer pour rencontrer les personnes ou les recevoir dans ses locaux.</p>
<p>L'équipe a deux axes d'intervention : aller vers les personnes en situation de précarité pour les aider à accéder aux soins et assurer une fonction d'interface entre les équipes de psychiatrie et les acteurs de première ligne. Elle propose des entretiens individuels, des permanences et des ateliers de prévention en santé mentale.</p>
<p>L'équipe travaille en partenariat avec d'autres acteurs pour offrir une prise en charge coordonnée. Elle n'est pas une équipe d'intervention d'urgence et ne remplace pas les missions des équipes de secteurs psychiatriques et des institutions médico-sociales.</p>"
EMPP Rivages,"L'Equipe Mobile Psychiatrie Précarité (EMPP) Rivages aide les personnes en situation de précarité et d'exclusion à accéder aux soins de santé mentale. Elle intervient sur les communes d'Aubervilliers, St-Ouen, Bobigny, Pantin, Drancy, Le Bourget, Ile St-Denis, Sud St-Denis. L'équipe est joignable du lundi au vendredi et peut se déplacer pour rencontrer les personnes ou les recevoir dans ses locaux. <br> 
L'EMPP Rivages a deux axes d'intervention : <br> 
1. Aller vers les personnes en situation de précarité pour les aider à accéder aux soins de santé mentale. Cela peut se faire par des entretiens individuels, des groupes ou des permanences en accueil de jour ou centre d'hébergement. <br> 
2. Travailler avec les équipes de psychiatrie et les acteurs de première ligne pour coordonner les prises en charge et intégrer les actions dans un partenariat dense et formalisé. Cela peut se faire par des actions de formation, des échanges de pratiques et de savoirs, et un soutien aux équipes de première ligne. <br> 
L'EMPP Rivages intervient uniquement sur rendez-vous et n'est pas une équipe d'intervention dans le cadre de l'urgence. Elle ne remplace pas les missions de droit commun des équipes de secteurs de psychiatrie et des institutions médico-sociales."
EMPP La Cordée,"L'Equipe Mobile Psychiatrie Précarité (EMPP) La Cordée est un service qui aide les personnes en difficulté. Elle travaille avec les associations et les hôpitaux pour améliorer la santé mentale de ceux qui ont besoin d'aide. Elle intervient dans plusieurs villes comme Rosny-sous-Bois, Villemomble, Neuilly-Plaisance, Clichy-sous-Bois, Montfermeil, Le Raincy, Coubron, Gagny, Neuilly-sur-Marne, Gournay-sur-Marne et Noisy-le-Grand. Vous pouvez joindre l'EMPP du lundi au vendredi de 9h à 17h. Elle peut se déplacer pour rencontrer les personnes ou les recevoir dans ses locaux. <br> L'EMPP a deux axes principaux : <br> 1. Aider les personnes en difficulté en les accueillant, en les orientant et en les suivant. <br> 2. Soutenir les professionnels et les bénévoles qui travaillent avec les personnes en difficulté. <br> L'EMPP propose des entretiens individuels pour évaluer les besoins des personnes et les aider à trouver des solutions. Elle peut également les aider à trouver un logement ou à préparer leur sortie de l'hôpital. <br> L'EMPP travaille également avec les associations et les hôpitaux pour former les professionnels et les bénévoles sur les problèmes de santé mentale liés à la précarité. Elle aide également les équipes de première ligne en leur fournissant des informations, des conseils et une supervision. <br> Il est important de noter que l'EMPP n'est pas un service d'urgence et qu'il est nécessaire de prendre rendez-vous pour être reçu. Elle ne remplace pas les services de santé mentale existants, mais les complète pour aider les personnes en difficulté."
EMPP La Boussole,"L'Equipe Mobile Psychiatrie Précarité (EMPP) La Boussole aide les personnes en situation de précarité et d'exclusion à accéder aux soins de santé mentale. Elle intervient sur les communes de Montreuil, Romainville, Noisy-Le-Sec, Bagnolet, Les Lilas, Le Pré Saint-Gervais, Bondy et le Pavillons-sous-bois. L'équipe est disponible du lundi au vendredi et peut se déplacer pour rencontrer les personnes ou les recevoir dans ses locaux. <br> 
L'EMPP La Boussole a deux axes d'intervention : <br> 
1. Aller vers les personnes en situation de précarité pour les aider à accéder aux soins de santé mentale. Elle travaille avec les partenaires ressources pour faciliter la prévention, le repérage précoce et l'orientation vers les soins. <br> 
L'équipe propose des entretiens individuels pour évaluer les besoins des personnes, notamment celles qui sont en hébergement précaire ou à la rue. Elle les aide à accéder aux prises en charge de ""droit commun"" et les accompagne vers l'hospitalisation ou les sorties d'hospitalisation. <br> 
2. Travailler avec les équipes de psychiatrie et les acteurs de première ligne pour faciliter une prise en charge coordonnée. L'équipe propose des formations, des échanges de pratiques et de savoirs, et développe le travail en réseau. Elle soutient et accompagne les équipes de première ligne. <br> 
Il est important de noter que l'EMPP La Boussole intervient uniquement sur rendez-vous et n'est pas une équipe d'intervention en cas d'urgence. Elle ne remplace pas les missions de droit commun des équipes de secteurs de psychiatrie et des institutions médico-sociales."
Prévention des Expulsions Locatives des Ménages Assignés  : Diagnostic Social et Financier - UDAF 93,"Le Conseil Départemental a mis en place un dispositif pour aider les locataires qui ont des problèmes de paiement de leur loyer. Lorsqu'un locataire reçoit une assignation, les services sociaux sont informés et réalisent un ""diagnostic social et financier"" pour comprendre la situation du ménage. Cela permet de : <b>sensibiliser le locataire</b> à la procédure en cours et de lui apporter des informations, <b>mettre en évidence</b> sa situation et trouver des solutions adaptées, <b>orienter le ménage</b> vers des services sociaux si nécessaire, et <b>assurer un suivi</b> après l'audience. Une équipe mobile peut également intervenir pour prendre contact avec les ménages qui n'ont pas répondu aux premières sollicitations, réaliser des diagnostics à domicile, ou engager une médiation avec le bailleur privé."
Médiathèque de Bagnolet,"Bibliothèque gratuite pour tous. Vous pouvez utiliser des ordinateurs et internet sans payer. Pour emprunter des livres, apportez une pièce d'identité, une preuve de domicile et une autorisation de vos parents si vous avez moins de 18 ans."
Association de Conseil et d'Insertion ACI93 (Saint-Denis),"L'association aide les familles et les personnes vulnérables dans leur vie quotidienne. Elle propose différents types d'aide selon les besoins des personnes et des lieux où elle intervient. Il y a quatre domaines d'aide : <b>l'aide juridique et pour le logement</b>, <b>la gestion de l'argent et la résolution des dettes</b>, <b>l'aide pour trouver un emploi</b> et <b>la prévention pour la santé et le bien-être social</b>."
Mission Locale de Stains,"La Mission locale de Stains aide les jeunes de 16 à 25 ans qui ont quitté l'école à trouver un emploi. Elle propose un accompagnement personnalisé pour <b>définir un projet professionnel</b>, <b>rechercher un emploi ou une formation</b>, <b>travailler à l'étranger</b> et <b>rédiger un CV et une lettre de motivation</b>. Les conseillers de la Mission locale vous informent également sur vos <b>droits à la santé</b>, <b>au logement</b> et <b>à la garde d'enfants</b>. Ils vous aident dans vos démarches quotidiennes et administratives, et vous orientent vers les bons interlocuteurs pour répondre à vos questions sur vos <b>droits</b>, <b>le logement</b>, <b>la santé</b> et <b>la mobilité</b>."
Bus Santé - Pantin,"Le Bus Santé est un projet qui aide les personnes éloignées des soins à accéder à la santé. Il permet de bénéficier de consultations médicales, de soins infirmiers, de dépistage et d'accompagnement pour ouvrir les droits de santé. Le Bus Santé est géré par l'Hôpital Jean Verdier et se rend à Pantin tous les deux jeudis. Il est ouvert à tous, notamment aux migrants, aux personnes vivant en foyers, aux jeunes adultes déscolarisés, aux personnes âgées isolées et à celles qui ont des difficultés à accéder aux soins. <a href=""#"">Cliquez ici pour plus d'informations</a>."
Bus Santé - Bondy,"Le Bus Santé est un projet qui aide les personnes éloignées des soins à accéder à la santé. Il permet de bénéficier de consultations médicales, de soins infirmiers, de dépistage et d'accompagnement pour ouvrir les droits de santé. Le Bus Santé est géré par l'Hôpital Jean Verdier et se rend à Bondy tous les 2 semaines, le lundi. Il est ouvert à tous, notamment aux migrants, aux personnes vivant en foyers, aux jeunes adultes déscolarisés, aux personnes âgées isolées et à celles qui ont des difficultés à accéder aux soins. <a href=""#"">Cliquez ici pour plus d'informations</a>."
Bus Santé - Bobigny,"Le Bus Santé est un projet qui aide les personnes éloignées des soins à accéder à la santé. Il permet de bénéficier de consultations médicales, de soins infirmiers, de dépistage et d'aide pour ouvrir ses droits à la santé. Le Bus Santé est géré par l'Hôpital Jean Verdier et se rend à Bobigny tous les 15 jours, le lundi. Il est ouvert à tous, notamment aux migrants, aux personnes vivant en foyers, aux jeunes adultes déscolarisés, aux personnes âgées isolées et à celles qui ont du mal à accéder aux soins. <a href=""#"">Cliquez ici pour plus d'informations</a>."
GRDR,"Le Grdr propose un accompagnement personnalisé pour aider les femmes réfugiées et nouvelles arrivantes à trouver un emploi. Cet accompagnement combine des activités individuelles et collectives pour les aider à créer un projet professionnel. Il s'agit d'un processus flexible avec des entrées et sorties régulières, qui vise à faciliter l'accès aux droits sociaux, à l'autonomie, à l'acquisition de compétences et à la mise en relation avec les acteurs de l'insertion sociale et professionnelle."
Point Conseil Budget Montreuil - UDAF 93,"Les Points conseil budget (PCB) sont des lieux où vous pouvez obtenir des conseils gratuits et confidentiels pour gérer votre budget. Ils aident les personnes qui ont des problèmes financiers ou qui veulent améliorer leur gestion d'argent. Les PCB sont des services gratuits labellisés par l'État, qui proposent un accueil inconditionnel et un accompagnement personnalisé. Les objectifs des PCB sont de prévenir les problèmes de dettes et de vous aider à mieux gérer votre argent. Les conseillers sociaux vous aident à comprendre votre situation financière et à trouver des solutions pour améliorer votre budget. Ils peuvent également vous aider à déposer un dossier de surendettement et à suivre les démarches nécessaires. Les PCB visent à vous aider à prendre le contrôle de vos finances et à éviter les problèmes de dettes."
Point Conseil Budget Pierrefitte - UDAF 93,"Les Points conseil budget (PCB) sont des lieux où vous pouvez obtenir des conseils gratuits et confidentiels pour gérer votre budget. Ils aident les personnes qui ont des problèmes financiers ou qui veulent améliorer leur gestion d'argent. Les PCB sont des services gratuits labellisés par l'État, qui proposent un accueil inconditionnel et un accompagnement personnalisé. Les objectifs des PCB sont de prévenir les problèmes de dettes et d'aider les gens à mieux gérer leur argent. Les conseillers sociaux vous aident à comprendre votre situation financière et à trouver des solutions pour améliorer votre budget. Ils peuvent également vous aider si vous avez des problèmes de dettes et besoin d'aide pour résoudre ces problèmes. Les PCB proposent différents types de services, notamment : l'accueil, l'écoute et l'information, l'accompagnement budgétaire et l'accompagnement pour les problèmes de dettes."
Point Conseil Budget Aulnay-sous-Bois - UDAF 93,"Les Points conseil budget (PCB) sont des lieux où vous pouvez obtenir des conseils gratuits et confidentiels pour gérer votre budget. Ils aident les personnes qui ont des problèmes financiers ou qui veulent améliorer leur gestion d'argent. Les PCB sont des services gratuits labellisés par l'État, qui proposent un accueil inconditionnel et un accompagnement personnalisé. Les objectifs des PCB sont de prévenir les problèmes de dettes et d'aider les gens à mieux gérer leur argent. Les conseillers sociaux vous aident à comprendre votre situation financière et à trouver des solutions pour améliorer votre budget. Ils peuvent également vous aider si vous avez des problèmes de dettes et besoin d'aide pour résoudre ces problèmes. Les PCB proposent différents types de services, notamment : l'accueil, l'écoute et l'information, l'accompagnement budgétaire et l'accompagnement pour les problèmes de dettes."
La Contremarque,"La Contremarque est une association qui aide les personnes en difficulté. Elle propose des accompagnements pour les aider à retrouver leur place dans la société, au travail et dans la culture. Les personnes peuvent bénéficier d'aide individuelle, comme des séances de thérapie, ou participer à des activités de groupe, comme des ateliers d'art, du sport ou des cours d'informatique. Cette association est ouverte à tous ceux qui vivent en Seine-Saint-Denis et qui ont besoin d'aide pour sortir de l'exclusion."
Association Bomoyi Rue de Vienne,"L'association Bomoyi aide des familles de Bobigny qui ont besoin de soutien. Elle propose des activités comme : l'aide pour les devoirs, l'aide pour les papiers administratifs, des cours d'informatique et des cours de français pour tous. L'association a deux sites : un au 5 rue Carnot et un autre où elle distribue des colis alimentaires au 25 rue de Rome."
Epicerie Solidaire de Livry Gargan - Réseau Andes,"L'épicerie solidaire de Livry-Gargan est un magasin de proximité qui aide les personnes en difficulté. Il est géré par le Centre Communal d'Action Social de la ville. Les clients peuvent acheter des produits de qualité à bas prix, entre 10% et 30% de leur valeur normale. Les produits proposés incluent des fruits, des légumes et d'autres denrées fraîches. Les clients sont orientés vers l'épicerie par un travailleur social et ont accès à l'épicerie pour une durée limitée. Pendant ce temps, ils sont accompagnés pour travailler sur leur projet personnel. L'épicerie est également un lieu de rencontre qui organise des activités régulières. Elle fait partie du Réseau Andes, un réseau important d'épiceries solidaires qui aide les personnes en difficulté en France."
Epicerie Solidaire de Pierrefitte - Réseau Andes,"L'épicerie solidaire est un magasin de proximité qui aide les personnes en difficulté à faire leurs courses. Les produits proposés sont de qualité, comme des fruits et légumes frais, et sont vendus entre 10% et 30% de leur prix normal. Les clients sont orientés vers l'épicerie par un travailleur social et ont accès à l'épicerie pour une durée limitée. Pendant ce temps, ils sont aidés à atteindre leurs objectifs personnels. L'épicerie est également un lieu de rencontre où des activités sont organisées régulièrement. Elle fait partie du Réseau Andes, qui est un réseau important d'aide alimentaire en France."
Epicerie solidaire POM CASSIS - Réseau Andes,"L'épicerie solidaire est un magasin qui aide les personnes en difficulté. Elle propose des produits de qualité à bas prix, entre 10% et 30% de leur valeur normale. Les clients sont orientés vers ce magasin par un travailleur social et ont accès à l'épicerie pour une durée limitée. Pendant ce temps, ils sont aidés à atteindre leurs objectifs personnels. L'épicerie est également un lieu de rencontre où des activités sont organisées régulièrement. Elle fait partie du Réseau Andes, qui est un réseau important d'aide alimentaire en France."
Epicerie Sociale de Sevran - Réseau Andes,"L'épicerie sociale de Sevran est un magasin de proximité qui aide les personnes en difficulté. Il est géré par la ville et propose des produits de qualité à bas prix, environ 10% de leur valeur normale. Les clients peuvent choisir parmi des fruits, légumes et produits frais. L'épicerie sociale aide les personnes qui ont des problèmes financiers à accéder à des produits sains. Les clients sont orientés vers l'épicerie par un travailleur social et reçoivent un accompagnement pour améliorer leur situation. L'épicerie fait partie d'un réseau qui aide les personnes dans le besoin en France."
AL-ANON - Saint-Denis,"Les groupes Al-Anon sont pour les familles et les amis d'alcooliques. Ils se réunissent pour partager leurs expériences et trouver de l'aide. Le but est de résoudre les problèmes créés par la vie avec un alcoolique. Les réunions sont anonymes, ce qui signifie que personne ne saura qui est là. Les réunions ont lieu le premier mardi de chaque mois, de 17h à 19h."
Secours Populaire - Comité de Bondy,"Le Secours populaire français aide les gens dans plusieurs domaines : <b>nourriture</b>, <b>vêtements</b>, <b>logement</b>, <b>soins médicaux</b>, <b>travail</b> et <b>accès à la culture</b>. Le comité de Bondy offre également des conseils administratifs pour aider les gens à résoudre leurs problèmes."
Secours Populaire - Comité de Montfermeil,"Le Secours populaire français aide les gens dans plusieurs domaines : <b>nourriture</b>, <b>vêtements</b>, <b>logement</b>, <b>soins médicaux</b>, <b>travail</b>, <b>culture</b> et <b>droits</b>. Le comité de Montfermeil offre des conseils administratifs et distribue des colis de nourriture aux personnes dans le besoin."
Secours Populaire - Comité de Noisy-le-Grand,"Le Secours populaire français aide les personnes dans le besoin. Il leur offre de la nourriture, des vêtements, un toit et l'accès aux soins médicaux. Il les aide également à trouver un travail et à accéder à la culture. Son but est de donner à tous les mêmes chances et les mêmes droits."
SFM AD (Solidarite Formation Mobilisation Accueil et développement): Agence locale d'insertion Epinay,L'agence locale d'insertion aide les personnes qui reçoivent le RSA à trouver un emploi et à s'intégrer dans la société. Elle propose un accueil et un accompagnement personnalisé pour les aider à atteindre leurs objectifs.
SFM AD (Solidarite Formation Mobilisation Accueil et développement) Agence locale d'insertion Villetaneuse,L'agence locale d'insertion aide les personnes qui reçoivent le RSA à trouver un emploi et à s'intégrer dans la société. Elle propose un accueil et un accompagnement personnalisé pour les aider à atteindre leurs objectifs.
Permanences de l'Association P2i au LCR Pré aux Grillons,"L'Association P2i propose des activités à Noisy-le-Grand au LCR Pré aux Grillons. Il y a des ateliers de couture, de cuisine, de sophrologie, des temps sociaux et du tricot. L'association P2i existe depuis 2006 et aide les gens dans différents domaines : médiation sociale, soutien scolaire, apprentissage du français et recherche d'emploi."
Centre de Psychopathologie de l'enfant et de l'adolescent de Montreuil,"Le CMP-CATTP de Montreuil offre une aide complète aux jeunes en difficulté psychique, dès la naissance jusqu'à l'adolescence. L'équipe mobile aide les mamans et les parents en souffrance psychique et leur bébé. Le centre propose des consultations de psychologie, de psycho-pédologie et d'assistance sociale, ainsi que des activités thérapeutiques. Pour se rendre au centre, il existe des options : les patients pris en charge à 100% par l'assurance maladie peuvent utiliser une ambulance, un VSL ou un taxi conventionné. Les enfants et les familles vulnérables qui ont des difficultés à se déplacer peuvent bénéficier d'une attention particulière pour accéder au site, en lien avec les services sociaux de proximité et les équipes de protection de l'enfance."
